"House White - 250ml Glass","W1L","Chantarel Vin de Pays d'Oc",19,2,3,0,3.277,0,20,4.65,99999,,0\
"Thai house white - bottle","W1T","monsoon valley white",19,2,2,3.1,10.638,0,20,15.00,99999,,0\
"Thai House wfite - 175ml","W1TS","Moonsonn valley small glass",19,2,2,0,2.766,0,20,3.75,99999,,0\
"Thai house white - 250 ml","W1TL","monsoon valley large glass",19,2,2,0,3.617,0,20,5.00,99999,,0\
"Sauvignon - Kintu","W2","Sauvignon (France)",19,2,3,0,12.34,0,20,16.00,99999,,0\
"Klippenkop","W3","Chenin Blanc (SouthAfrica)",19,2,3,0,13.4,0,20,17.50,99999,,0\
"PinotGrigio - Ancora","W4","Pinot Grigo (Italy)",19,2,3,0,12.34,0,20,16.50,99999,,0\
"Muscadet de Serve","W5","Les Folies (France)",19,2,3,0,14.894,0,20,19.00,99999,,0\
"Chardonnay - Sierra Grande","W6","Sierra Grande (Chile)",19,2,3,0,13.574,0,20,17.00,99999,,0\
"Pas Se Petit","W7","Petite Chablis (France)",19,2,3,0,18.681,0,20,24.00,99999,,0\
"Domaine du Pre Senele","W8","Sancerre (France)",19,2,3,0,19.532,0,20,26.50,99999,,0\
"Old Coach Road","W9","Sauvignon (New Zealand)",19,2,3,0,16.979,0,20,21.00,99999,,0\
"House Red - Bottle","W10","France",20,2,3,0,9.787,0,20,14.00,99999,,0\
"House Red - 175ml Glass","W10S","France",20,2,3,0,2.553,0,20,3,50,99999,,0\
"House Red - 250ml Glass","W10L","France",20,2,3,0,3.277,0,20,4.65,99999,,0\
"Thai House red - bottle","W10T","Monsoon valley red",20,2,2,3.1,10.638,0,20,15.00,99999,,0\
"Thai House Red - 175ml","W10TS","Monsoon valley red small glass",20,2,2,0,2.766,0,20,3.75,99999,,0\
"Thai House Red - 250ml","W10TL","Monsoon valley red large glass",20,2,2,0,3.617,0,20,5.00,99999,,0\
"Kintu Merlot","W11","Merlot (France)",20,2,3,0,12.34,0,20,16.5,99999,,0\
"Koala Tree","W12","Shiraz/Cabernet (Australia)",20,2,3,0,13.574,0,20,16.00,99999,,0\
"Chianti","W13","Colli Sensei",20,2,3,0,14.426,0,20,18.00,99999,,0\
"Barronniede Sabran","W14","Cote de Rhone(France)",20,2,3,0,14.043,0,20,18.00,99999,,0\
"Sierra Grande","W15","Cabernet Sauvignon (Chile)",20,2,3,0,15.277,0,20,16.50,99999,,0\
"MonsoonValley Rose","W16","Thai rose wine",21,2,2,3.1,10.638,0,20,15.00,99999,,0\
"Thai Rose - 175ml","W16TS","Monsoon valley rose small glass",20,2,2,0,2.766,0,20,3.75,99999,,0\
"Thai Rose - 250ml","W16TL","Monsoon valley rose large glass",20,2,2,0,3.617,0,20,5.00,99999,,0\
"Pinot GrigioRose","W17","rose pinot",21,2,3,0,14.426,0,20,17.50,99999,,0\
"House Champagne","W18","Drappier NV",22,2,3,0,25.106,0,20,29.5,99999,,0\
"Lanson","W19","Champagne",22,2,3,0,31.064,0,20,36.5,99999,,0\
"Standard Spirit 25ml","W20","standard brand of spirit",23,2,1,0,2.34,0,20,2.75,99999,,0\
"Deluxe spirit 25ml","W21","Deluxe brand of spirit",23,2,1,0,3.191,0,20,3.75,99999,,0\
"Liqueurs","W22","Tia Maria etc",23,2,2,1,2.979,0,20,17.5,99999,,0\
"Port - 50ml","W23","Port Late bottle vintage",23,2,1,0,2.511,0,20,2.95,99999,,0\
"Speciality Coffees","W24","Irish Coffee",23,2,1,0,3.191,0,20,3.75,99999,,0\
"Singha","W25","33cl bottle",24,2,1,0,2.511,0,20,2.95,99999,,0\
"Budweiser","W26","33cl Bottle",24,2,1,0,2.511,0,20,2.95,99999,,0\
"Tiger","W27","33cl Bottle",24,2,1,0,2.511,0,20,2.95,99999,,0\
"Chang","W28","33cl Beer",24,2,3,0,2.511,0,20,2.95,99999,,0\
"House wine offer","W29","Free if over 25 spent (with leaflet)",16,2,3,0,0,0,20,0,99999,,0\
"soft Drink","W30","coke etc",25,2,3,2,1,0,20,,99999,,0\
"Fruit Juice","W31","Orange etc",25,1,3,2,1,0,20,,99999,,0\
"Mineral Water - 33cl","W32","still or sparkling water",25,2,1,0,1.277,0,20,1.5,99999,,0\
"Mineral Water 100cl","W33","Sparkling or still water",25,2,1,0,2.34,0,20,2.75,99999,,0\
"Coffee","W34","Coffee per cup",25,2,1,0,1.277,0,20,1.5,99999,,0\
"English Tea","W35","English per cup",25,2,3,0,1.064,0,20,1.25,99999,,0\
"JasmineTea","W36","Jasemine per cup",25,2,2,0,1.277,0,20,1.5,99999,,0\
"Floter coffee","W37","coffee     ",25,2,1,0,1.489,0,20,1.75,99999,,0\
